Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
WZ4260,Utair,2024-07-24,23:25:04,123
N48343,Rossiya,2024-02-04,05:16:53,69
DP1131,S7 Airlines,2024-09-09,04:18:52,245
WZ2582,Red Wings,2024-10-04,17:21:07,110
DP7990,S7 Airlines,2024-05-16,19:18:42,230
SU997,Rossiya,2025-08-27,20:32:25,206
N47699,Utair,2024-11-22,09:30:35,219
U62731,S7 Airlines,2024-03-26,06:18:26,183
UT9028,Rossiya,2025-06-16,23:19:35,240
N49869,Pobeda,2024-04-03,15:58:18,269
UT6254,Aeroflot,2025-06-12,22:45:41,299
UT1081,Aeroflot,2025-05-26,01:44:59,251
U66506,Nordwind,2024-06-23,10:12:49,275
UT3618,Pobeda,2024-05-23,11:06:24,277
SU949,Red Wings,2025-06-18,16:17:55,61
WZ3722,Ural Airlines,2025-10-17,13:52:13,119
FV1304,Utair,2024-07-13,17:01:45,67
U61069,Ural Airlines,2025-01-11,19:53:46,213
S77393,Nordwind,2024-08-28,17:26:36,34
U66883,Rossiya,2025-10-07,21:50:11,163
U65712,Utair,2025-01-10,12:54:31,251
FV8886,Pobeda,2025-02-26,21:41:17,10
U61224,Red Wings,2025-03-20,06:20:57,197
S72864,Red Wings,2024-04-24,04:17:13,125
UT3591,Ural Airlines,2024-06-12,22:50:14,236
UT2156,Rossiya,2025-05-13,01:09:43,212
DP2080,Red Wings,2024-08-17,05:12:05,49
N42204,Utair,2024-12-04,23:56:30,83
UT2155,Aeroflot,2024-03-15,21:32:46,13
N47272,Rossiya,2024-02-18,18:59:25,238
SU928,Rossiya,2025-07-21,22:27:25,32
DP1674,Rossiya,2025-07-12,01:42:57,134
FV4394,S7 Airlines,2025-10-13,19:46:06,30
S78655,Red Wings,2024-05-28,21:09:19,198
DP6022,Utair,2024-06-27,17:32:40,229
FV1500,Aeroflot,2024-07-08,12:58:22,108
U63603,Ural Airlines,2025-02-20,07:34:44,163
FV9620,Aeroflot,2024-06-20,18:17:56,131
SU7616,Red Wings,2024-10-09,05:31:58,167
DP5841,Ural Airlines,2025-03-21,23:08:09,214
WZ5693,Utair,2024-10-09,21:11:43,152
SU3216,Ural Airlines,2024-06-06,04:30:29,80
DP3573,Red Wings,2024-04-21,07:00:13,128
WZ237,S7 Airlines,2024-07-04,20:31:37,272
U64330,Utair,2025-12-13,02:07:27,253
DP1103,Red Wings,2024-10-17,07:18:14,65
FV4762,Red Wings,2024-04-11,06:19:09,129
S73475,Rossiya,2025-03-12,05:08:10,253
SU1576,Aeroflot,2024-10-23,07:17:00,155
S75017,Nordwind,2025-10-20,16:45:48,1
DP4596,Nordwind,2024-06-16,02:48:10,60
SU8771,Nordwind,2025-12-27,02:35:37,131
WZ1786,Red Wings,2024-11-11,23:15:36,262
SU208,Nordwind,2025-09-22,04:46:40,85
WZ9630,Pobeda,2024-07-04,07:19:09,183
N44628,Aeroflot,2024-10-04,06:01:57,227
DP2229,Red Wings,2024-03-09,06:58:00,266
U68760,Utair,2025-02-13,21:28:32,1
S77178,S7 Airlines,2024-10-21,01:03:23,211
N45928,Ural Airlines,2024-09-26,12:19:57,180
S78899,Ural Airlines,2025-09-09,10:31:20,278
WZ7653,Aeroflot,2025-05-24,23:22:23,246
SU9320,Nordwind,2025-11-10,19:19:53,227
UT5578,Nordwind,2025-05-02,14:27:48,220
FV5655,Rossiya,2024-11-25,12:32:03,195
WZ6648,Rossiya,2025-02-24,09:20:20,169
DP572,Utair,2025-06-16,11:43:20,93
FV5182,Nordwind,2025-04-24,10:01:45,150
DP1532,Rossiya,2025-02-05,19:31:07,149
SU5290,Pobeda,2024-03-22,21:34:12,280
N45231,Ural Airlines,2025-10-23,00:55:19,88
S74571,Nordwind,2024-03-25,03:49:36,127
FV3442,Red Wings,2025-04-24,11:05:35,244
FV8430,Rossiya,2025-02-28,19:12:48,180
FV4881,Aeroflot,2024-08-26,18:27:47,279
WZ8475,Rossiya,2025-02-07,15:30:30,87
DP2828,Utair,2025-05-21,17:20:45,277
U66041,Aeroflot,2025-06-22,16:05:37,138
N49916,Aeroflot,2025-06-25,03:36:23,167
SU7372,S7 Airlines,2025-10-14,02:30:18,213
DP2132,Utair,2024-01-03,12:55:20,138
N41491,Nordwind,2025-01-17,12:50:42,192
WZ9756,Ural Airlines,2024-01-10,02:15:28,297
SU1399,Rossiya,2025-05-11,18:12:52,250
FV9759,Nordwind,2025-01-05,15:25:03,149
FV5084,Nordwind,2025-09-19,02:26:50,136
FV9223,S7 Airlines,2025-11-25,12:33:25,122
DP7788,Red Wings,2025-08-06,04:03:37,20
WZ5629,Ural Airlines,2024-06-27,09:45:51,131
DP2200,Nordwind,2024-06-14,19:41:47,1
FV5789,S7 Airlines,2025-11-14,06:29:52,158
N41458,S7 Airlines,2024-02-06,16:57:08,187
FV7872,Red Wings,2024-08-12,09:48:33,239
SU8026,Rossiya,2024-04-25,21:59:20,236
WZ4905,Nordwind,2024-05-12,16:06:03,228
N47767,Pobeda,2024-03-08,16:40:35,35
UT882,Red Wings,2025-10-25,08:10:23,160
DP3988,Aeroflot,2025-11-01,13:52:28,64
SU5716,S7 Airlines,2025-08-19,09:22:18,165
WZ8485,S7 Airlines,2024-02-28,23:05:56,71
WZ2269,Rossiya,2025-05-11,16:10:03,161
UT2919,Ural Airlines,2024-03-23,23:01:51,83
DP4066,Utair,2024-12-24,14:06:19,253
SU4117,Nordwind,2024-04-21,09:42:14,6
U64768,Utair,2025-06-26,04:16:49,251
WZ8771,Rossiya,2025-06-08,07:45:16,212
SU8200,S7 Airlines,2024-07-09,18:44:04,37
N44538,Red Wings,2025-02-20,01:18:59,6
FV5528,S7 Airlines,2024-01-12,17:21:00,150
DP5925,Red Wings,2024-12-09,01:43:45,285
SU5297,S7 Airlines,2025-04-08,18:47:15,213
FV3375,Nordwind,2024-05-15,01:44:59,56
DP3229,Nordwind,2024-09-14,13:48:15,61
S72300,Nordwind,2024-12-21,03:18:01,4
U67895,Nordwind,2024-04-21,14:12:31,260
S71697,Nordwind,2024-08-08,05:34:22,95
WZ3767,Rossiya,2024-10-02,16:22:46,281
DP9556,Nordwind,2025-05-05,17:54:46,286
UT3265,Utair,2025-07-15,12:58:57,131
S76329,Utair,2025-12-14,15:19:16,29
DP5367,Utair,2025-01-01,12:27:56,13
SU9679,Nordwind,2025-03-02,10:55:09,35
N48942,Utair,2024-07-20,18:04:41,293
FV4743,Pobeda,2024-05-01,13:28:52,290
N45638,Ural Airlines,2024-08-04,08:12:58,230
S79871,Red Wings,2024-10-23,05:08:10,287
FV1431,Utair,2024-08-15,08:45:08,227
UT143,Rossiya,2025-10-14,12:38:18,247
SU3981,Ural Airlines,2025-03-12,11:32:23,36
SU6310,Rossiya,2025-03-13,15:10:48,224
N49477,S7 Airlines,2025-08-01,06:31:52,256
WZ2452,Nordwind,2024-03-11,14:16:20,144
FV6922,Pobeda,2025-04-22,07:48:42,124
WZ1384,Utair,2024-12-15,15:30:47,172
U66179,Rossiya,2024-02-23,12:19:59,142
DP8881,Pobeda,2025-08-20,19:36:45,227
UT6848,Nordwind,2025-11-22,07:33:56,101
SU2634,Rossiya,2024-04-01,13:30:17,165
DP4621,Rossiya,2024-05-11,20:00:45,96
DP2932,Aeroflot,2024-12-08,05:26:16,84
DP5478,Aeroflot,2025-01-09,22:23:01,176
U67660,Ural Airlines,2025-05-02,16:14:24,76
SU9018,Pobeda,2024-03-01,03:52:31,172
U68475,Utair,2024-11-10,03:49:07,214
N47688,S7 Airlines,2024-02-26,16:29:32,69
DP9096,Aeroflot,2025-05-04,21:49:53,163
FV7549,Ural Airlines,2024-03-09,21:13:49,15
FV6718,S7 Airlines,2024-03-27,06:33:01,74
FV1341,Aeroflot,2025-11-08,02:11:17,83
U62166,Pobeda,2025-12-25,16:58:33,136
N45791,Rossiya,2024-07-04,22:25:45,8
N41521,Pobeda,2024-03-16,21:56:24,66
FV6625,Pobeda,2024-07-21,16:23:31,219
WZ3550,Aeroflot,2025-03-17,23:02:22,164
FV1228,Nordwind,2025-04-13,12:13:23,197
FV5469,Rossiya,2024-05-18,00:50:18,24
SU5430,Utair,2024-12-09,10:35:20,25
UT7599,Rossiya,2025-11-05,14:28:50,291
N4737,Aeroflot,2024-10-24,05:47:28,2
U68461,S7 Airlines,2025-07-02,00:48:49,282
WZ5107,Ural Airlines,2025-02-08,05:36:28,232
S78141,Red Wings,2025-05-11,00:02:01,270
N4225,Ural Airlines,2024-03-22,06:23:15,170
FV6993,Aeroflot,2025-05-13,20:15:35,243
WZ2389,Aeroflot,2024-06-24,03:07:12,220
DP2893,Utair,2024-07-04,18:30:37,193
SU6490,Ural Airlines,2024-05-21,11:45:31,43
FV8896,Nordwind,2024-10-22,18:36:31,243
UT6400,Rossiya,2025-02-18,10:09:52,160
WZ3039,Ural Airlines,2025-07-15,19:26:41,154
U63189,Utair,2024-02-18,23:35:21,158
DP8614,Utair,2025-07-26,18:05:17,156
DP6345,Pobeda,2025-03-22,14:52:23,248
WZ2139,Pobeda,2024-08-15,19:03:49,42
UT3544,Pobeda,2025-04-03,01:49:21,196
U69944,Nordwind,2025-09-28,11:08:05,98
U64059,Pobeda,2025-03-16,05:55:37,152
FV4859,Nordwind,2025-02-28,14:55:43,49
SU986,S7 Airlines,2025-07-05,13:24:14,155
SU8562,Aeroflot,2025-10-16,05:39:28,87
UT1433,Red Wings,2025-05-23,19:39:31,167
U64368,Nordwind,2024-12-20,00:56:45,270
FV5332,Nordwind,2024-05-23,21:35:04,49
N45588,S7 Airlines,2025-01-21,11:18:26,214
DP8951,Ural Airlines,2024-12-26,11:56:08,188
SU2884,Rossiya,2024-10-22,13:15:13,137
N4592,Aeroflot,2024-07-01,14:55:31,231
UT3388,Ural Airlines,2025-05-07,18:08:48,258
SU591,Pobeda,2024-07-04,08:16:44,18
S73042,S7 Airlines,2024-06-23,06:14:13,179
S76529,Ural Airlines,2024-12-24,00:56:01,130
S71142,Pobeda,2025-03-07,10:48:57,59
FV7151,Utair,2025-09-19,18:10:51,115
WZ3198,Utair,2024-01-17,06:05:17,132
SU4678,Red Wings,2025-07-12,07:21:44,80
FV5926,Rossiya,2024-05-19,07:58:30,253
WZ5560,Utair,2025-05-19,11:35:04,49
DP4322,Ural Airlines,2025-04-13,21:03:29,159
S76053,Utair,2025-09-13,23:16:02,121
SU7997,Red Wings,2024-02-01,04:20:37,184
S79810,Pobeda,2025-05-26,20:22:12,191
UT7888,Aeroflot,2025-02-08,15:01:32,295
S74532,Aeroflot,2025-12-02,13:35:26,39
N46608,Aeroflot,2024-01-22,08:40:55,243
WZ8145,S7 Airlines,2025-12-07,18:32:07,257
FV2732,Aeroflot,2024-10-28,11:35:13,65
UT6907,Rossiya,2024-08-07,11:32:27,119
FV6748,Ural Airlines,2024-10-08,14:41:53,71
FV1059,Aeroflot,2025-10-12,11:48:38,199
UT8634,Nordwind,2025-02-09,11:41:43,61
FV4848,Ural Airlines,2025-09-20,04:47:28,118
N46396,Ural Airlines,2024-11-21,17:56:07,124
U69752,S7 Airlines,2025-06-05,16:29:59,90
N41558,Aeroflot,2024-02-19,23:53:14,123
