Результаты сортировки для размера 5000
=== Сортировка пузырьком (Bubble) ===
SU3883,Pobeda,2024-01-01,00:28:01,279
FV2654,Nordwind,2024-01-01,05:21:28,14
WZ7546,Ural Airlines,2024-01-01,05:21:35,18
FV7140,Red Wings,2024-01-01,05:45:37,145
FV7791,S7 Airlines,2024-01-01,09:39:45,74
S74022,Red Wings,2024-01-01,10:27:09,67
UT8104,Nordwind,2024-01-01,12:44:20,172
U64233,Pobeda,2024-01-01,18:02:22,30
FV8439,Pobeda,2024-01-02,02:33:31,291
U61338,Aeroflot,2024-01-02,04:23:01,19
UT4512,Ural Airlines,2024-01-02,05:08:34,17
U69096,Aeroflot,2024-01-02,05:26:06,147
UT5000,Rossiya,2024-01-02,12:39:06,284
N44547,Nordwind,2024-01-02,13:53:25,89
S78558,Nordwind,2024-01-02,14:20:03,87
U68076,Rossiya,2024-01-02,18:43:25,98
WZ8255,Red Wings,2024-01-02,19:09:38,295
FV1915,Nordwind,2024-01-02,23:38:02,290
DP9106,S7 Airlines,2024-01-03,02:03:58,247
N49003,Nordwind,2024-01-03,03:21:21,167
UT6556,Pobeda,2024-01-03,04:29:16,295
WZ8998,Pobeda,2024-01-03,10:42:07,20
UT6754,Nordwind,2024-01-03,11:14:23,118
N46285,Utair,2024-01-03,11:45:01,250
UT6972,Red Wings,2024-01-03,14:08:45,298
WZ1232,Pobeda,2024-01-03,18:50:19,59
N48335,Nordwind,2024-01-03,20:02:13,287
SU4290,S7 Airlines,2024-01-04,00:35:47,259
U63470,Nordwind,2024-01-04,05:14:22,253
U69219,Pobeda,2024-01-04,06:15:04,93
UT2250,S7 Airlines,2024-01-04,10:27:02,167
SU1575,Red Wings,2024-01-04,11:49:50,288
U6424,Ural Airlines,2024-01-04,14:50:27,118
SU6847,Nordwind,2024-01-04,16:38:20,277
SU489,Nordwind,2024-01-04,18:25:34,35
N45108,S7 Airlines,2024-01-04,21:34:12,80
WZ2554,Rossiya,2024-01-05,03:53:04,167
UT1335,Utair,2024-01-05,06:23:37,130
U67061,Ural Airlines,2024-01-05,07:45:12,55
DP6943,Pobeda,2024-01-05,13:31:47,245
DP2174,Red Wings,2024-01-05,15:52:20,91
U62996,Aeroflot,2024-01-05,18:14:32,140
WZ6537,Utair,2024-01-05,19:05:36,259
WZ584,Utair,2024-01-06,00:48:59,275
N41368,Utair,2024-01-06,01:24:31,161
N46835,Pobeda,2024-01-06,04:38:44,260
S73205,Ural Airlines,2024-01-06,05:25:38,165
U66471,Aeroflot,2024-01-06,07:42:48,39
FV4869,Red Wings,2024-01-06,14:03:48,43
WZ742,Utair,2024-01-06,17:26:41,255
N48001,Nordwind,2024-01-06,20:31:21,117
DP4918,Ural Airlines,2024-01-06,22:02:27,187
DP6602,Red Wings,2024-01-07,00:59:52,91
DP7978,Pobeda,2024-01-07,01:20:13,155
FV4046,Pobeda,2024-01-07,05:34:26,151
DP6952,S7 Airlines,2024-01-07,05:36:35,157
N43126,Rossiya,2024-01-07,07:02:20,27
WZ3879,Ural Airlines,2024-01-07,07:46:00,140
U61135,Rossiya,2024-01-07,08:31:10,121
FV8660,Pobeda,2024-01-07,11:01:54,48
U63558,Nordwind,2024-01-07,13:12:16,199
SU7214,Red Wings,2024-01-07,13:17:30,246
WZ8219,Aeroflot,2024-01-07,13:24:55,122
N48740,Rossiya,2024-01-07,16:08:34,168
N44378,Ural Airlines,2024-01-07,17:32:13,263
DP3693,Red Wings,2024-01-07,18:38:53,79
SU8494,Pobeda,2024-01-08,00:30:58,230
U66271,Rossiya,2024-01-08,01:36:03,217
U69158,Ural Airlines,2024-01-08,02:44:16,62
DP1775,Nordwind,2024-01-08,04:57:14,206
N41606,Nordwind,2024-01-08,08:13:05,279
SU7359,Utair,2024-01-08,08:52:14,30
UT1361,Utair,2024-01-08,11:16:33,34
FV9979,Ural Airlines,2024-01-08,11:45:08,1
S72544,Aeroflot,2024-01-08,12:57:28,216
WZ6981,Red Wings,2024-01-08,16:13:38,266
N48629,Aeroflot,2024-01-08,19:21:00,100
FV8030,Ural Airlines,2024-01-09,05:35:27,273
S75672,Rossiya,2024-01-09,10:34:48,211
SU9838,Utair,2024-01-09,14:33:27,162
S76279,Aeroflot,2024-01-09,16:57:21,25
FV519,Ural Airlines,2024-01-09,17:22:01,245
SU3645,Aeroflot,2024-01-09,17:48:17,100
FV1553,Aeroflot,2024-01-10,01:46:55,188
SU6509,Rossiya,2024-01-10,01:50:40,181
WZ2092,Nordwind,2024-01-10,09:29:43,240
SU4894,Ural Airlines,2024-01-10,23:02:17,191
SU2818,Nordwind,2024-01-11,02:57:24,44
WZ3327,Rossiya,2024-01-11,05:53:44,56
N4189,Pobeda,2024-01-11,06:42:04,14
SU8574,Nordwind,2024-01-11,11:05:57,142
SU993,Aeroflot,2024-01-11,16:41:29,76
FV8028,Pobeda,2024-01-11,23:42:27,17
UT5882,S7 Airlines,2024-01-12,05:57:58,137
U6671,Utair,2024-01-12,06:06:35,6
S76999,S7 Airlines,2024-01-12,07:58:54,263
UT8173,S7 Airlines,2024-01-12,12:42:19,30
DP1135,Red Wings,2024-01-12,23:05:15,107
S74228,Pobeda,2024-01-13,12:47:13,248
S73464,Utair,2024-01-13,13:29:24,25
UT5514,Pobeda,2024-01-13,14:03:52,94
DP8498,Pobeda,2024-01-13,17:32:45,36
UT4907,Utair,2024-01-13,19:07:13,212
U62337,Pobeda,2024-01-13,22:19:56,294
UT1211,Aeroflot,2024-01-14,04:44:58,134
SU7987,Rossiya,2024-01-14,05:40:30,138
N41202,Utair,2024-01-14,21:55:05,283
WZ4070,Rossiya,2024-01-15,01:26:35,26
S7800,Pobeda,2024-01-15,04:14:38,218
UT3732,Rossiya,2024-01-15,08:24:07,17
N48705,Utair,2024-01-15,11:26:01,249
N49807,S7 Airlines,2024-01-15,21:02:38,71
FV7463,Aeroflot,2024-01-15,22:50:29,8
N43082,Aeroflot,2024-01-16,00:33:11,240
S75494,S7 Airlines,2024-01-16,02:58:38,91
U67773,Rossiya,2024-01-16,04:51:34,233
WZ2220,Ural Airlines,2024-01-16,06:04:32,61
WZ5689,Red Wings,2024-01-16,07:18:29,101
FV6093,Nordwind,2024-01-16,07:44:04,136
SU5905,S7 Airlines,2024-01-16,10:40:14,9
UT602,Ural Airlines,2024-01-16,14:49:48,175
WZ3106,Aeroflot,2024-01-16,16:23:01,12
N47142,Nordwind,2024-01-16,19:49:06,83
U64980,Ural Airlines,2024-01-16,21:45:33,204
FV2335,Red Wings,2024-01-17,00:54:20,100
DP6428,Rossiya,2024-01-17,02:44:13,300
UT5096,S7 Airlines,2024-01-17,03:33:24,184
WZ8531,Ural Airlines,2024-01-17,08:58:00,92
SU8229,Ural Airlines,2024-01-17,18:41:25,163
SU6227,S7 Airlines,2024-01-17,20:42:38,167
