Результаты сортировки для размера 75000
=== Сортировка пузырьком (Bubble) ===
FV1641,S7 Airlines,2024-01-01,00:14:41,77
DP1741,Red Wings,2024-01-01,00:30:05,98
U69786,Nordwind,2024-01-01,00:44:12,77
UT2662,Red Wings,2024-01-01,00:58:42,4
UT8950,S7 Airlines,2024-01-01,01:42:51,198
FV9693,Aeroflot,2024-01-01,01:55:55,146
FV8132,Pobeda,2024-01-01,02:04:25,257
FV8539,Nordwind,2024-01-01,02:11:21,59
SU8627,Nordwind,2024-01-01,02:11:39,292
WZ6192,Red Wings,2024-01-01,02:49:24,55
FV1890,Red Wings,2024-01-01,02:52:53,80
UT8777,Pobeda,2024-01-01,03:04:13,103
WZ8992,Nordwind,2024-01-01,03:07:26,11
DP4351,S7 Airlines,2024-01-01,03:10:03,94
WZ5816,Rossiya,2024-01-01,03:13:48,224
FV8707,Aeroflot,2024-01-01,03:33:31,187
UT4712,Aeroflot,2024-01-01,03:38:01,35
S7820,Rossiya,2024-01-01,03:42:47,125
UT137,Nordwind,2024-01-01,03:49:11,224
WZ7660,Red Wings,2024-01-01,03:50:41,102
FV5079,Rossiya,2024-01-01,04:21:17,1
UT2114,Ural Airlines,2024-01-01,04:25:08,76
WZ4720,Utair,2024-01-01,04:30:49,107
N46220,Pobeda,2024-01-01,04:44:05,208
SU3168,Rossiya,2024-01-01,04:49:03,206
SU6633,Red Wings,2024-01-01,05:14:39,279
WZ8144,Ural Airlines,2024-01-01,05:52:13,197
DP4414,Red Wings,2024-01-01,06:33:48,14
DP8464,Pobeda,2024-01-01,06:33:52,274
U6181,Pobeda,2024-01-01,07:00:07,214
WZ6510,Ural Airlines,2024-01-01,07:10:05,70
DP6508,Ural Airlines,2024-01-01,07:21:56,192
SU7704,Aeroflot,2024-01-01,07:40:35,272
SU9375,Pobeda,2024-01-01,07:51:05,90
SU1246,Red Wings,2024-01-01,08:19:33,42
U6593,Aeroflot,2024-01-01,08:27:01,36
WZ7587,S7 Airlines,2024-01-01,08:44:06,241
DP7703,Ural Airlines,2024-01-01,08:48:42,25
S77886,Rossiya,2024-01-01,08:56:33,294
U6618,Utair,2024-01-01,09:01:54,178
S79741,Red Wings,2024-01-01,09:32:05,66
S76874,Pobeda,2024-01-01,09:39:43,220
WZ7131,Red Wings,2024-01-01,09:43:34,226
WZ107,Pobeda,2024-01-01,10:03:17,274
U68703,Ural Airlines,2024-01-01,10:08:04,189
SU1640,Aeroflot,2024-01-01,10:14:08,224
U66155,Pobeda,2024-01-01,10:40:49,163
FV9663,Nordwind,2024-01-01,10:48:48,221
FV7775,Red Wings,2024-01-01,11:17:44,41
DP4912,Rossiya,2024-01-01,11:19:18,179
WZ1843,Rossiya,2024-01-01,11:20:43,175
DP1674,Pobeda,2024-01-01,11:20:56,267
FV6758,Pobeda,2024-01-01,11:21:50,222
S73320,Red Wings,2024-01-01,11:25:58,297
S74440,Pobeda,2024-01-01,11:47:26,133
DP5545,Utair,2024-01-01,12:23:52,208
U64016,Pobeda,2024-01-01,13:18:15,115
U65858,Red Wings,2024-01-01,13:44:03,162
WZ3590,Rossiya,2024-01-01,13:45:25,121
FV3528,Utair,2024-01-01,13:54:43,79
UT9755,Utair,2024-01-01,13:55:44,120
DP2145,Nordwind,2024-01-01,14:30:04,28
N48738,Aeroflot,2024-01-01,14:35:10,34
FV8006,S7 Airlines,2024-01-01,15:04:46,255
DP2116,Ural Airlines,2024-01-01,15:08:04,22
FV397,Aeroflot,2024-01-01,15:22:26,244
S72527,Rossiya,2024-01-01,15:24:14,150
FV8039,Pobeda,2024-01-01,15:32:50,260
SU3483,Nordwind,2024-01-01,15:36:15,293
UT1121,Utair,2024-01-01,16:16:46,2
S78849,Utair,2024-01-01,16:17:16,54
FV2825,Ural Airlines,2024-01-01,16:37:43,19
UT8291,Red Wings,2024-01-01,16:42:37,204
U63954,S7 Airlines,2024-01-01,17:06:25,210
FV4287,Nordwind,2024-01-01,17:06:26,103
S71757,Utair,2024-01-01,17:18:31,152
FV2910,Red Wings,2024-01-01,17:28:31,244
SU3872,Rossiya,2024-01-01,17:32:33,248
U66318,Nordwind,2024-01-01,17:36:09,236
DP4815,S7 Airlines,2024-01-01,17:59:58,138
S77732,Pobeda,2024-01-01,18:09:48,299
U66778,Utair,2024-01-01,18:25:43,146
WZ4921,S7 Airlines,2024-01-01,18:27:59,119
FV2011,S7 Airlines,2024-01-01,18:52:50,300
WZ1770,Utair,2024-01-01,18:56:01,59
U67093,Red Wings,2024-01-01,18:59:42,46
N42321,Red Wings,2024-01-01,19:08:47,215
DP6686,S7 Airlines,2024-01-01,19:23:05,53
DP452,Ural Airlines,2024-01-01,19:39:28,27
U67527,Red Wings,2024-01-01,19:45:39,61
UT2958,Utair,2024-01-01,19:53:52,163
S78699,Utair,2024-01-01,19:55:43,250
S73571,Pobeda,2024-01-01,19:55:54,185
DP8318,S7 Airlines,2024-01-01,20:05:28,88
DP5936,Pobeda,2024-01-01,20:12:20,243
S74581,Ural Airlines,2024-01-01,20:46:01,264
DP978,Red Wings,2024-01-01,21:17:29,180
SU9592,Pobeda,2024-01-01,21:28:25,10
UT3963,Rossiya,2024-01-01,21:57:08,203
WZ881,Red Wings,2024-01-01,22:24:24,151
FV5000,Pobeda,2024-01-01,22:39:09,211
N42546,Rossiya,2024-01-01,22:46:32,228
FV5542,Pobeda,2024-01-01,22:54:26,123
WZ6296,Nordwind,2024-01-01,23:17:33,231
U62498,Nordwind,2024-01-01,23:23:58,177
S74096,Ural Airlines,2024-01-01,23:31:01,145
U65639,Nordwind,2024-01-01,23:33:16,149
WZ9732,Red Wings,2024-01-02,00:19:41,120
N47138,Nordwind,2024-01-02,00:22:40,228
U69081,S7 Airlines,2024-01-02,01:15:07,161
UT8466,Ural Airlines,2024-01-02,01:50:21,296
U69527,Ural Airlines,2024-01-02,02:18:07,146
WZ898,Utair,2024-01-02,02:19:32,54
UT5630,Utair,2024-01-02,02:32:53,64
WZ5935,Red Wings,2024-01-02,02:37:52,183
N44458,Aeroflot,2024-01-02,02:46:46,23
N42733,Utair,2024-01-02,03:11:40,289
FV4769,Rossiya,2024-01-02,04:03:11,2
N46812,Utair,2024-01-02,04:47:45,242
N4734,S7 Airlines,2024-01-02,04:52:59,122
S79539,Nordwind,2024-01-02,05:02:38,71
WZ8784,Nordwind,2024-01-02,05:05:27,36
N49265,Nordwind,2024-01-02,05:07:36,50
N46581,Nordwind,2024-01-02,05:25:14,237
S76068,Pobeda,2024-01-02,05:27:15,295
UT6247,Red Wings,2024-01-02,05:29:21,19
FV5827,Ural Airlines,2024-01-02,05:43:20,45
U64452,Pobeda,2024-01-02,05:57:47,152
WZ6054,Utair,2024-01-02,05:58:27,286
