Результаты сортировки для размера 1000
Сортировка пузырьком (Bubble)
N44294,Pobeda,2024-01-02,13:44:28,2
UT8677,Utair,2024-01-02,19:48:42,135
DP9573,Aeroflot,2024-01-02,20:25:21,98
FV7131,Pobeda,2024-01-02,23:03:26,29
SU5053,Rossiya,2024-01-03,09:08:21,210
UT5499,Rossiya,2024-01-04,11:10:56,15
S78369,Rossiya,2024-01-06,08:30:59,91
N46020,Rossiya,2024-01-06,21:09:36,224
U68114,S7 Airlines,2024-01-07,00:27:33,21
U63878,S7 Airlines,2024-01-08,17:07:17,240
U69047,Rossiya,2024-01-09,00:50:34,189
S78008,Red Wings,2024-01-09,03:47:47,193
U69787,Aeroflot,2024-01-09,17:42:28,37
WZ8669,Utair,2024-01-10,06:53:00,51
SU3240,Nordwind,2024-01-10,07:46:13,298
SU9900,Aeroflot,2024-01-10,08:05:38,250
SU532,Ural Airlines,2024-01-10,09:31:48,105
SU2140,Red Wings,2024-01-10,17:34:38,283
SU3522,Red Wings,2024-01-12,13:27:41,190
U62970,Utair,2024-01-12,20:48:00,143
SU1539,Nordwind,2024-01-13,11:55:31,289
SU8738,Utair,2024-01-14,12:24:31,17
UT7470,S7 Airlines,2024-01-14,14:13:38,139
WZ4686,S7 Airlines,2024-01-15,02:03:29,50
DP7380,Utair,2024-01-16,07:03:55,149
WZ5841,Nordwind,2024-01-17,04:01:06,257
S72636,Red Wings,2024-01-17,09:09:51,295
N49444,Pobeda,2024-01-18,00:02:10,273
SU6791,Pobeda,2024-01-18,06:20:28,288
U65663,Aeroflot,2024-01-18,20:08:11,156
SU8078,Aeroflot,2024-01-19,00:50:52,85
UT9937,Rossiya,2024-01-20,11:18:18,45
FV3040,Aeroflot,2024-01-20,13:09:58,1
DP1975,Pobeda,2024-01-21,08:12:34,59
FV8230,Rossiya,2024-01-22,14:44:12,57
WZ1264,Pobeda,2024-01-23,00:01:54,137
SU1116,S7 Airlines,2024-01-23,06:22:30,221
N43979,S7 Airlines,2024-01-23,23:08:15,68
SU9299,Nordwind,2024-01-24,12:19:37,91
WZ1981,Aeroflot,2024-01-24,18:48:58,116
WZ3889,Rossiya,2024-01-26,05:10:34,138
WZ4742,Nordwind,2024-01-26,11:59:53,154
WZ4879,Nordwind,2024-01-27,15:19:45,286
UT6993,Aeroflot,2024-01-28,00:13:02,113
DP8363,Pobeda,2024-01-28,06:36:50,211
SU3750,Rossiya,2024-01-28,09:39:19,89
FV2374,S7 Airlines,2024-02-01,23:04:48,255
N43392,Rossiya,2024-02-02,10:01:53,248
DP1878,Red Wings,2024-02-02,10:11:46,263
SU2123,S7 Airlines,2024-02-03,15:09:03,158
SU804,Utair,2024-02-04,20:22:19,92
WZ5745,Pobeda,2024-02-05,09:11:17,99
SU5238,Red Wings,2024-02-06,18:03:14,44
FV8701,Rossiya,2024-02-07,10:05:39,185
FV8617,Rossiya,2024-02-07,10:45:29,198
U63640,Pobeda,2024-02-07,14:24:38,157
UT9871,Red Wings,2024-02-08,00:33:40,60
UT2184,Ural Airlines,2024-02-09,16:34:33,263
FV8362,Utair,2024-02-10,07:30:56,17
S73313,Rossiya,2024-02-11,01:12:10,24
SU2249,Ural Airlines,2024-02-11,12:11:53,294
S74499,S7 Airlines,2024-02-12,16:15:41,287
WZ8372,Red Wings,2024-02-13,18:09:30,47
N46576,Pobeda,2024-02-13,19:37:55,280
DP1559,Rossiya,2024-02-14,14:49:01,228
DP7405,Utair,2024-02-15,08:42:39,188
SU7023,Red Wings,2024-02-15,14:59:25,63
N44195,Rossiya,2024-02-16,02:10:13,286
S74100,Aeroflot,2024-02-16,14:33:09,277
SU3968,S7 Airlines,2024-02-18,02:53:14,41
N47037,Ural Airlines,2024-02-18,11:21:28,84
DP8433,Pobeda,2024-02-23,00:44:07,65
UT1445,Nordwind,2024-02-24,21:23:27,5
U64616,Ural Airlines,2024-02-25,08:36:30,178
SU8751,S7 Airlines,2024-02-25,14:43:56,222
UT7476,Utair,2024-02-26,15:33:20,256
