Результаты сортировки для размера 100000
Сортировка пузырьком (Bubble)
S75102,Rossiya,2024-01-01,00:58:54,10
UT1037,S7 Airlines,2024-01-01,01:09:35,299
FV9087,S7 Airlines,2024-01-01,01:10:43,60
N47240,S7 Airlines,2024-01-01,01:28:10,47
UT3227,S7 Airlines,2024-01-01,01:31:09,260
S75490,Rossiya,2024-01-01,01:33:57,39
S77556,Ural Airlines,2024-01-01,01:35:31,221
UT3729,Utair,2024-01-01,01:38:12,185
WZ6087,Ural Airlines,2024-01-01,01:47:03,208
FV2438,Ural Airlines,2024-01-01,01:49:39,3
DP587,Utair,2024-01-01,02:01:43,35
UT8674,Ural Airlines,2024-01-01,02:10:39,196
S71173,Rossiya,2024-01-01,02:10:55,221
DP783,Red Wings,2024-01-01,02:20:11,192
U62761,Utair,2024-01-01,02:41:32,283
WZ4896,Aeroflot,2024-01-01,02:47:55,201
SU9631,Pobeda,2024-01-01,03:02:51,137
DP7198,S7 Airlines,2024-01-01,03:09:30,296
N42636,Nordwind,2024-01-01,03:20:23,239
N46876,S7 Airlines,2024-01-01,03:37:12,2
DP3387,Ural Airlines,2024-01-01,03:49:19,57
S7641,S7 Airlines,2024-01-01,03:55:22,225
WZ1701,S7 Airlines,2024-01-01,04:04:56,144
S76536,Nordwind,2024-01-01,04:10:59,103
FV2362,Red Wings,2024-01-01,04:12:48,169
DP8138,S7 Airlines,2024-01-01,04:13:32,281
WZ2443,Aeroflot,2024-01-01,04:15:40,202
U64607,Utair,2024-01-01,04:29:31,269
FV9595,Utair,2024-01-01,04:49:52,141
DP3584,Ural Airlines,2024-01-01,04:57:36,45
UT3427,S7 Airlines,2024-01-01,05:06:58,227
N42897,Nordwind,2024-01-01,05:07:25,80
WZ1431,S7 Airlines,2024-01-01,05:10:48,69
S71852,S7 Airlines,2024-01-01,05:13:45,277
U69079,Rossiya,2024-01-01,05:14:40,7
SU8541,Red Wings,2024-01-01,05:28:03,77
U67679,Rossiya,2024-01-01,05:38:22,285
S79834,Red Wings,2024-01-01,05:42:10,267
S75540,Pobeda,2024-01-01,05:55:37,136
UT2913,Aeroflot,2024-01-01,05:56:44,192
UT8591,Red Wings,2024-01-01,06:06:26,64
N49530,Pobeda,2024-01-01,06:31:19,76
DP9274,Pobeda,2024-01-01,06:45:44,274
WZ1468,Pobeda,2024-01-01,07:06:50,253
UT7936,Pobeda,2024-01-01,07:09:20,23
U64249,Rossiya,2024-01-01,07:16:56,146
S72757,Rossiya,2024-01-01,07:36:41,30
DP6411,Aeroflot,2024-01-01,07:41:33,276
FV3607,Aeroflot,2024-01-01,07:43:27,246
S75894,S7 Airlines,2024-01-01,07:47:48,40
U61425,Nordwind,2024-01-01,08:11:11,97
S79284,Pobeda,2024-01-01,08:12:20,49
S7308,Rossiya,2024-01-01,08:14:18,296
SU884,S7 Airlines,2024-01-01,08:16:12,291
DP1485,Utair,2024-01-01,08:17:39,155
U67918,Utair,2024-01-01,08:20:08,69
SU3501,Ural Airlines,2024-01-01,08:30:05,143
FV5542,Ural Airlines,2024-01-01,08:39:48,152
DP5029,Utair,2024-01-01,08:52:31,93
DP6072,S7 Airlines,2024-01-01,08:53:08,107
UT760,Nordwind,2024-01-01,08:57:12,232
U64687,Aeroflot,2024-01-01,09:01:24,128
SU8149,Red Wings,2024-01-01,09:28:47,85
WZ9883,Ural Airlines,2024-01-01,09:30:06,240
DP6943,Red Wings,2024-01-01,09:43:09,204
S79218,Utair,2024-01-01,09:45:41,156
UT4591,S7 Airlines,2024-01-01,09:48:33,20
FV1096,Utair,2024-01-01,09:51:05,56
U66546,Aeroflot,2024-01-01,09:58:46,242
S77204,Pobeda,2024-01-01,10:05:42,298
S73435,Red Wings,2024-01-01,10:24:31,112
UT5746,Pobeda,2024-01-01,10:28:20,159
SU3701,Ural Airlines,2024-01-01,10:48:13,173
U66644,S7 Airlines,2024-01-01,10:53:05,19
WZ3255,Ural Airlines,2024-01-01,10:57:33,33
UT799,Aeroflot,2024-01-01,11:00:50,55
WZ4077,S7 Airlines,2024-01-01,11:05:31,19
UT4942,Ural Airlines,2024-01-01,11:11:15,275
U65699,Aeroflot,2024-01-01,11:16:22,268
S77695,Ural Airlines,2024-01-01,11:19:16,124
U65631,Rossiya,2024-01-01,12:02:26,122
DP1193,S7 Airlines,2024-01-01,12:06:28,73
UT6700,Nordwind,2024-01-01,12:12:11,24
SU6805,Ural Airlines,2024-01-01,12:28:27,188
S73124,Utair,2024-01-01,12:36:38,194
DP3917,Nordwind,2024-01-01,12:49:12,184
WZ3809,Rossiya,2024-01-01,13:10:31,175
FV7908,Rossiya,2024-01-01,13:19:34,138
WZ642,Red Wings,2024-01-01,13:30:53,49
N47426,Utair,2024-01-01,13:31:55,13
U68744,Nordwind,2024-01-01,13:48:54,101
S7341,S7 Airlines,2024-01-01,14:06:23,92
SU8736,Utair,2024-01-01,14:14:47,247
SU9168,Red Wings,2024-01-01,14:16:49,24
N43211,Rossiya,2024-01-01,14:22:52,297
UT9267,Aeroflot,2024-01-01,14:30:39,235
WZ5874,Ural Airlines,2024-01-01,14:42:36,279
S78732,Rossiya,2024-01-01,14:43:14,140
DP4221,S7 Airlines,2024-01-01,14:58:36,12
N46586,Red Wings,2024-01-01,15:00:29,166
FV635,Pobeda,2024-01-01,15:06:47,300
N44700,Ural Airlines,2024-01-01,15:21:54,151
FV6705,Ural Airlines,2024-01-01,15:29:38,77
WZ6347,Utair,2024-01-01,15:31:21,259
WZ8983,S7 Airlines,2024-01-01,15:43:11,145
DP938,Ural Airlines,2024-01-01,16:03:48,146
S75273,Red Wings,2024-01-01,16:08:01,175
UT9025,Aeroflot,2024-01-01,16:10:39,6
S74834,S7 Airlines,2024-01-01,16:19:13,208
U69364,Nordwind,2024-01-01,16:48:56,151
DP8427,Rossiya,2024-01-01,17:14:49,57
WZ5553,Utair,2024-01-01,17:30:08,204
